66 (3021)
44 (2612)
34 (3040)
56 (3021)
46 (2556)
58 (3195)
36 (3099)
25 (2860)
48 (3013)
17 (2500)
29 (3181)
3 (2839)
5 (2971)
7 (3076)
9 (2874)
60 (3149)
40 (3170)
62 (3060)
52 (3185)
42 (2714)
64 (2631)
31 (2526)
3 7 36 48 52 (2563)
34 36 40 48 56 (2652)
3 7 36 48 60 (2550)
34 36 40 48 52 (2799)
48 52 56 62 66 (2602)
25 36 60 62 66 (2534)
25 29 56 60 62 (2570)
34 36 40 48 58 (2807)
29 48 56 60 66 (2690)
5 9 29 52 60 (2634)
29 48 56 60 62 (2701)
5 9 29 52 62 (2568)
5 9 29 52 66 (2545)
34 36 40 48 66 (2691)
3 7 36 56 58 (2537)
7 9 34 40 56 (2524)
34 36 40 48 62 (2692)
7 9 34 40 52 (2616)
34 36 40 48 60 (2784)
5 7 52 62 66 (2605)
7 25 36 52 56 (2528)
7 25 29 40 66 (2572)
7 25 36 52 58 (2666)
5 34 40 52 62 (2758)
40 48 60 62 66 (2729)
7 25 29 40 60 (2684)
29 36 56 62 66 (2650)
29 34 48 62 66 (2614)
5 34 40 52 60 (2817)
7 9 34 40 58 (2623)
7 25 29 40 62 (2600)
5 34 40 52 66 (2726)
25 29 56 60 66 (2544)
7 25 29 40 56 (2567)
7 25 29 40 58 (2710)
29 36 40 48 58 (2945)
7 36 48 56 66 (2575)
9 34 40 52 66 (2583)
29 36 40 48 56 (2772)
48 56 58 62 66 (2607)
7 36 48 56 62 (2612)
7 25 29 52 56 (2588)
9 34 40 52 62 (2619)
29 36 40 48 52 (2935)
7 36 48 56 60 (2685)
9 34 40 52 60 (2688)
7 40 56 58 60 (2849)
3 7 40 48 52 (2563)
7 40 56 58 62 (2807)
7 25 36 52 60 (2639)
7 9 34 40 62 (2518)
7 25 36 52 62 (2545)
7 40 56 58 66 (2725)
3 7 36 56 60 (2503)
29 36 48 52 56 (2792)
5 34 36 60 66 (2656)
3 40 56 58 60 (2646)
3 25 29 52 58 (2512)
29 36 48 52 58 (2960)
7 25 36 52 66 (2524)
5 34 36 60 62 (2637)
3 40 56 58 66 (2545)
29 36 40 48 60 (2922)
5 34 40 52 58 (2860)
9 34 40 52 58 (2724)
3 40 56 58 62 (2613)
7 36 48 56 58 (2709)
7 9 29 48 60 (2555)
3 36 48 56 58 (2511)
5 34 40 52 56 (2712)
9 34 40 52 56 (2612)
7 9 34 40 60 (2587)
3 7 40 48 58 (2572)
29 36 40 48 66 (2815)
40 56 58 62 66 (2741)
29 36 40 48 62 (2821)
29 36 48 52 60 (2936)
7 40 52 56 66 (2721)
5 29 34 62 66 (2643)
9 29 52 58 62 (2734)
29 36 48 52 62 (2825)
5 36 58 60 62 (2716)
3 29 36 58 66 (2610)
25 36 40 48 66 (2578)
7 40 52 56 62 (2802)
3 40 52 56 62 (2609)
9 29 52 58 66 (2702)
7 40 52 56 60 (2845)
3 40 52 56 60 (2642)
3 29 36 58 62 (2631)
3 7 48 52 58 (2589)
3 29 36 58 60 (2712)
7 25 40 60 62 (2579)
7 9 29 48 52 (2564)
25 36 40 48 60 (2687)
7 29 36 58 66 (2804)
7 25 40 60 66 (2576)
34 42 58 60 66 (2506)
29 36 48 52 66 (2828)
5 36 58 60 66 (2734)
7 9 29 48 58 (2571)
9 29 52 58 60 (2820)
25 36 40 48 62 (2593)
7 29 36 58 60 (2926)
3 7 48 52 60 (2567)
7 29 36 58 62 (2836)
3 40 52 56 66 (2541)
7 25 36 40 52 (2641)
7 25 36 40 58 (2650)
34 36 52 60 66 (2780)
7 25 36 40 56 (2507)
25 36 40 48 58 (2703)
7 25 29 52 58 (2726)
25 36 40 48 56 (2542)
29 34 42 52 58 (2592)
7 9 29 36 60 (2621)
34 48 52 62 66 (2609)
25 36 40 48 52 (2694)
5 29 52 58 66 (2816)
7 25 36 40 62 (2540)
7 25 36 40 60 (2624)
5 29 52 58 62 (2841)
9 36 58 60 62 (2614)
7 25 29 52 62 (2605)
7 25 36 40 66 (2510)
7 9 29 36 62 (2534)
7 25 29 52 60 (2699)
9 36 58 60 66 (2617)
7 25 29 52 66 (2586)
7 9 29 36 66 (2504)
5 29 52 58 60 (2907)
34 40 52 60 66 (2856)
5 7 29 62 66 (2614)
7 9 40 48 52 (2542)
25 36 52 56 58 (2626)
7 9 40 48 58 (2549)
34 40 52 60 62 (2848)
29 34 42 52 60 (2569)
5 40 48 52 66 (2653)
5 48 58 62 66 (2577)
9 40 48 52 66 (2538)
9 40 48 52 62 (2547)
34 36 52 60 62 (2763)
9 29 48 58 62 (2559)
29 40 42 48 52 (2529)
34 40 48 60 66 (2717)
9 29 48 58 60 (2665)
29 52 56 60 62 (2859)
34 40 48 60 62 (2694)
5 29 48 58 60 (2755)
29 40 42 48 58 (2534)
5 29 48 58 62 (2669)
5 29 48 58 66 (2679)
36 48 52 58 66 (2835)
29 34 36 42 58 (2509)
29 34 56 60 66 (2726)
36 48 52 58 62 (2840)
29 52 56 60 66 (2833)
36 48 52 58 60 (2948)
29 34 56 60 62 (2743)
7 25 36 40 48 (2587)
9 29 48 58 66 (2562)
29 34 36 42 52 (2505)
29 40 42 48 60 (2523)
7 9 36 48 60 (2529)
5 7 40 62 66 (2603)
25 52 56 60 66 (2548)
25 52 56 60 62 (2578)
9 34 36 60 62 (2503)
7 9 40 48 60 (2533)
9 40 48 52 60 (2642)
9 34 36 60 66 (2513)
7 25 29 40 52 (2701)
5 40 56 62 66 (2576)
5 40 48 52 60 (2730)
7 9 36 48 52 (2538)
5 40 48 52 62 (2652)
5 40 48 52 58 (2755)
5 7 36 62 66 (2519)
5 40 48 52 56 (2595)
7 9 36 48 58 (2545)
7 25 29 40 48 (2600)
9 40 48 52 58 (2660)
29 42 56 58 60 (2533)
9 40 48 52 56 (2542)
29 40 48 52 56 (2793)
7 29 34 58 66 (2774)
7 34 36 40 66 (2659)
5 34 36 40 66 (2638)
9 29 34 58 66 (2607)
29 40 48 52 58 (2960)
7 29 34 58 60 (2882)
7 29 34 58 62 (2801)
7 34 36 40 62 (2694)
7 34 36 40 60 (2766)
5 34 36 40 60 (2729)
7 29 40 60 62 (2874)
5 34 36 40 62 (2670)
7 34 36 52 56 (2688)
7 25 29 60 66 (2596)
7 29 40 60 66 (2878)
7 34 36 52 58 (2823)
9 29 40 60 66 (2690)
9 29 40 60 62 (2693)
9 29 34 58 60 (2713)
5 9 29 56 58 (2561)
5 34 36 52 58 (2782)
29 34 52 62 66 (2753)
3 7 40 56 62 (2539)
5 40 58 60 62 (2800)
5 34 36 52 56 (2634)
3 7 40 56 60 (2572)
7 34 36 40 58 (2809)
9 29 34 58 62 (2635)
5 40 58 60 66 (2811)
7 36 52 56 60 (2772)
29 48 52 58 62 (2851)
5 34 48 58 66 (2604)
29 48 52 58 66 (2853)
5 34 48 58 62 (2595)
7 36 52 56 62 (2719)
7 34 48 58 66 (2628)
29 48 52 58 60 (2961)
7 34 48 58 60 (2721)
7 25 29 60 62 (2588)
7 34 48 58 62 (2620)
5 25 29 60 62 (2519)
3 7 60 62 66 (2518)
40 48 52 60 62 (2825)
29 34 48 58 66 (2733)
29 34 48 58 60 (2827)
5 25 29 60 66 (2536)
29 34 48 58 62 (2726)
5 34 48 58 60 (2680)
7 36 52 56 66 (2647)
7 36 40 62 66 (2665)
9 36 52 56 60 (2611)
40 48 52 60 66 (2838)
9 36 52 56 62 (2555)
5 7 34 56 62 (2566)
5 7 34 56 66 (2511)
5 34 36 40 48 (2661)
25 36 58 62 66 (2534)
5 48 52 58 66 (2672)
5 48 52 58 60 (2749)
5 48 52 58 62 (2665)
25 29 58 60 66 (2706)
3 40 58 60 66 (2679)
7 9 40 56 58 (2628)
25 29 58 60 62 (2699)
5 7 34 56 60 (2601)
5 34 36 40 52 (2764)
7 34 36 40 56 (2670)
5 7 25 52 60 (2502)
3 7 40 56 58 (2605)
29 40 48 52 66 (2830)
7 48 52 58 60 (2856)
7 34 36 40 52 (2801)
5 34 36 40 56 (2620)
5 34 36 40 58 (2772)
5 7 34 56 58 (2645)
3 40 58 60 62 (2676)
7 48 52 58 62 (2746)
3 29 40 58 62 (2709)
36 40 42 48 52 (2516)
7 48 52 58 66 (2746)
3 29 40 58 66 (2679)
5 9 29 56 60 (2525)
5 29 40 58 60 (2898)
5 29 40 58 62 (2839)
5 29 40 58 66 (2807)
29 40 48 52 60 (2937)
29 40 48 52 62 (2836)
7 34 36 40 48 (2698)
29 36 52 56 58 (2903)
7 40 42 58 60 (2561)
5 7 25 52 58 (2529)
5 34 52 60 66 (2744)
5 34 52 60 62 (2725)
36 40 42 48 60 (2508)
29 40 42 56 60 (2518)
36 40 42 48 58 (2521)
5 58 60 62 66 (2725)
5 36 48 52 62 (2639)
5 36 48 52 60 (2724)
5 9 36 52 58 (2577)
7 9 29 56 60 (2614)
7 36 48 52 66 (2721)
7 9 29 56 62 (2556)
29 36 52 56 60 (2859)
7 36 48 52 60 (2831)
7 9 29 36 52 (2650)
7 36 48 52 62 (2720)
7 9 29 36 56 (2554)
29 36 52 56 62 (2806)
5 36 48 52 66 (2647)
7 9 29 36 58 (2657)
40 42 48 58 60 (2532)
5 40 42 58 60 (2521)
9 40 52 56 58 (2724)
29 36 52 56 66 (2736)
34 40 58 62 66 (2754)
7 25 34 58 60 (2574)
5 25 34 58 60 (2541)
9 29 36 58 60 (2731)
9 29 36 58 62 (2645)
5 7 56 60 66 (2573)
7 36 48 52 56 (2705)
7 9 29 36 48 (2546)
9 29 36 58 66 (2613)
3 58 60 62 66 (2591)
7 36 48 52 58 (2855)
7 9 40 56 60 (2592)
7 34 52 60 62 (2750)
7 9 40 56 62 (2544)
7 9 29 36 40 (2636)
7 34 52 60 66 (2768)
25 40 58 62 66 (2585)
36 40 58 62 66 (2780)
5 36 48 52 58 (2750)
5 7 56 60 62 (2584)
3 40 52 56 58 (2675)
5 36 48 52 56 (2589)
5 9 36 52 60 (2539)
48 52 58 62 66 (2733)
34 36 52 56 58 (2781)
25 29 40 58 60 (2794)
25 29 40 58 62 (2711)
25 29 40 58 66 (2682)
5 9 36 40 52 (2561)
5 7 25 40 58 (2518)
5 9 36 40 58 (2568)
40 52 58 62 64 (2523)
7 9 56 58 62 (2556)
5 7 25 40 52 (2509)
40 52 58 62 66 (2866)
7 9 56 58 60 (2613)
7 52 58 62 66 (2766)
5 7 58 60 62 (2703)
29 36 40 60 62 (2889)
7 40 48 60 66 (2734)
36 40 56 62 66 (2644)
34 36 52 56 60 (2737)
5 7 58 60 66 (2722)
9 52 58 62 66 (2589)
29 36 40 60 66 (2892)
7 42 52 58 60 (2572)
29 40 42 56 58 (2541)
34 36 52 56 62 (2689)
7 40 48 60 62 (2718)
34 52 58 60 66 (2876)
34 40 56 62 66 (2632)
34 36 52 56 66 (2628)
7 29 48 62 66 (2625)
9 40 48 60 66 (2546)
34 52 58 60 62 (2860)
5 42 52 58 60 (2529)
9 40 48 60 62 (2536)
5 9 52 60 66 (2547)
7 34 36 52 66 (2671)
5 34 36 52 62 (2672)
5 34 36 52 60 (2738)
5 9 36 40 60 (2530)
5 9 52 60 62 (2533)
7 34 36 52 62 (2697)
7 34 36 52 60 (2779)
5 29 48 62 66 (2573)
5 34 36 52 66 (2647)
29 34 36 62 66 (2665)
7 40 60 62 66 (2762)
3 34 52 58 66 (2577)
3 56 58 60 66 (2568)
3 34 52 58 62 (2593)
5 36 48 56 60 (2567)
5 7 9 29 34 (2517)
3 34 40 52 58 (2676)
3 5 40 58 62 (2533)
3 34 52 58 60 (2665)
40 42 52 60 66 (2590)
3 56 58 60 62 (2594)
5 25 29 40 58 (2623)
3 34 40 52 56 (2561)
40 52 56 62 66 (2736)
5 7 34 48 60 (2575)
3 5 40 58 60 (2585)
5 25 29 40 66 (2516)
5 9 29 36 40 (2565)
3 5 40 58 66 (2510)
5 7 34 48 66 (2500)
5 25 29 40 62 (2533)
5 36 48 56 62 (2513)
5 25 29 40 60 (2597)
9 52 56 60 66 (2588)
9 40 56 58 62 (2645)
7 34 36 60 62 (2662)
7 9 40 52 66 (2572)
29 48 52 62 66 (2725)
9 40 56 58 60 (2690)
5 25 29 52 58 (2634)
5 7 9 29 40 (2555)
7 34 36 60 66 (2680)
7 9 40 52 62 (2611)
9 52 56 60 62 (2613)
7 9 40 52 60 (2688)
5 7 34 48 52 (2591)
29 40 48 60 66 (2841)
9 40 56 58 66 (2571)
3 34 40 52 66 (2556)
29 40 48 60 62 (2823)
5 7 34 48 58 (2599)
40 42 52 60 62 (2556)
5 36 48 56 58 (2593)
3 34 40 52 62 (2581)
34 36 56 62 66 (2547)
5 9 29 36 52 (2574)
3 34 40 52 60 (2643)
5 9 29 36 58 (2581)
5 7 34 36 58 (2685)
5 25 40 60 66 (2520)
5 25 29 52 66 (2526)
5 7 9 29 52 (2564)
9 40 52 56 66 (2567)
5 25 40 60 62 (2510)
7 29 52 58 62 (2922)
5 25 29 52 62 (2536)
29 40 60 62 66 (2869)
5 7 34 36 56 (2549)
7 29 52 58 60 (3012)
9 40 52 56 62 (2640)
3 29 56 60 66 (2568)
7 29 52 58 66 (2890)
5 7 36 58 66 (2625)
5 25 29 52 60 (2607)
7 29 52 58 64 (2509)
9 40 52 56 60 (2686)
5 7 36 58 62 (2650)
5 7 36 58 60 (2716)
3 29 56 60 62 (2594)
3 36 58 60 66 (2610)
5 9 29 36 60 (2545)
3 7 29 62 66 (2518)
7 29 42 60 66 (2501)
5 7 34 36 52 (2677)
3 36 58 60 62 (2598)
5 7 9 29 60 (2535)
5 7 34 36 66 (2551)
25 34 52 58 60 (2675)
29 34 40 58 62 (2897)
25 34 52 58 66 (2576)
5 7 9 29 58 (2571)
5 7 34 36 60 (2641)
29 34 40 58 60 (2968)
5 7 34 36 62 (2575)
29 34 40 58 66 (2860)
7 9 29 56 58 (2650)
25 34 52 58 62 (2590)
29 34 40 58 64 (2525)
5 36 40 48 66 (2638)
25 34 40 60 62 (2559)
3 7 40 52 66 (2597)
36 40 52 60 66 (2889)
3 7 40 52 62 (2626)
25 34 40 60 66 (2564)
34 36 58 62 66 (2669)
36 40 52 60 64 (2503)
36 40 52 60 62 (2891)
9 34 60 62 66 (2500)
7 25 36 56 58 (2531)
5 36 40 48 62 (2637)
5 36 40 48 60 (2715)
7 48 58 62 66 (2629)
29 36 40 52 66 (2881)
5 34 36 56 58 (2638)
3 29 48 58 62 (2557)
29 36 40 52 64 (2534)
3 29 48 58 66 (2563)
7 9 48 52 58 (2563)
7 40 48 52 66 (2723)
3 7 40 52 60 (2697)
3 29 48 58 60 (2650)
9 34 40 56 60 (2580)
9 34 40 56 62 (2537)
5 36 40 48 56 (2574)
9 29 58 62 66 (2593)
5 7 34 36 48 (2574)
7 25 36 56 60 (2504)
9 34 40 56 58 (2616)
5 36 40 48 58 (2740)
5 36 40 48 52 (2730)
7 29 40 52 62 (2907)
7 29 40 52 60 (2988)
5 7 34 36 40 (2667)
7 29 40 52 66 (2867)
34 40 52 56 66 (2704)
7 29 40 52 64 (2509)
29 36 56 58 60 (2863)
34 40 52 56 62 (2774)
7 29 40 52 58 (3031)
29 36 56 58 62 (2811)
9 34 48 52 58 (2561)
7 29 40 52 56 (2882)
9 36 52 56 58 (2649)
34 40 52 56 60 (2812)
3 29 52 60 62 (2682)
3 29 52 60 66 (2694)
25 56 58 60 62 (2582)
34 40 52 56 58 (2855)
9 34 48 52 60 (2545)
25 56 58 60 66 (2551)
25 36 52 60 62 (2635)
9 48 52 60 62 (2540)
25 36 52 60 66 (2639)
3 7 40 52 56 (2601)
7 40 48 52 60 (2832)
7 40 48 52 62 (2731)
29 36 40 52 62 (2922)
3 7 40 52 58 (2730)
9 48 52 60 66 (2559)
29 36 40 52 60 (3003)
5 34 56 62 66 (2525)
3 7 56 58 62 (2553)
5 25 29 40 48 (2513)
3 7 56 58 60 (2596)
5 25 29 40 52 (2614)
29 36 40 52 58 (3046)
29 36 40 52 56 (2879)
7 40 48 52 56 (2706)
7 40 48 52 58 (2855)
29 36 56 58 66 (2740)
5 40 52 60 66 (2801)
3 40 52 60 62 (2667)
5 40 52 60 62 (2789)
9 40 52 60 66 (2686)
29 42 52 56 58 (2552)
5 29 36 62 66 (2624)
34 52 56 58 66 (2724)
3 40 52 60 66 (2670)
7 25 52 58 66 (2589)
7 48 56 60 62 (2614)
5 25 52 58 60 (2610)
5 7 48 56 58 (2525)
7 29 36 40 48 (2834)
7 25 52 58 62 (2611)
7 25 52 58 60 (2704)
5 29 40 42 60 (2518)
5 25 52 58 66 (2529)
7 48 56 60 66 (2601)
29 42 52 56 60 (2529)
5 25 52 58 62 (2540)
36 40 48 58 66 (2822)
5 34 52 56 58 (2730)
29 52 56 58 60 (2955)
5 36 52 62 66 (2617)
29 52 56 58 62 (2903)
29 52 56 58 66 (2832)
9 34 52 56 58 (2631)
36 40 48 58 60 (2934)
36 40 48 58 62 (2836)
7 29 40 42 60 (2558)
9 40 52 60 62 (2691)
5 36 60 62 66 (2628)
3 34 52 56 58 (2584)
7 36 60 62 66 (2680)
5 7 52 58 60 (2802)
7 9 34 36 52 (2539)
5 7 52 58 62 (2736)
5 34 52 56 66 (2595)
3 34 52 56 60 (2550)
5 7 34 62 66 (2542)
5 7 52 58 66 (2711)
5 9 40 58 66 (2537)
3 34 52 56 62 (2512)
5 36 48 60 66 (2658)
5 9 40 58 60 (2626)
3 7 58 62 66 (2518)
9 34 40 48 60 (2533)
5 9 40 58 62 (2570)
7 34 40 48 58 (2723)
5 36 48 60 62 (2624)
7 29 40 42 52 (2576)
9 34 52 56 62 (2542)
5 25 36 48 52 (2509)
9 34 52 56 60 (2595)
7 25 36 48 58 (2612)
7 34 40 48 56 (2584)
7 29 40 42 58 (2581)
5 25 36 48 58 (2518)
7 34 40 48 52 (2715)
7 25 36 48 52 (2603)
3 34 40 48 52 (2509)
5 34 52 56 60 (2686)
48 52 56 58 62 (2735)
7 9 34 36 58 (2546)
3 34 40 48 58 (2516)
48 52 56 58 66 (2692)
5 34 52 56 62 (2651)
7 9 34 36 60 (2510)
48 52 56 58 60 (2805)
34 40 56 58 62 (2779)
34 40 56 58 60 (2816)
7 25 36 48 60 (2595)
5 25 36 48 60 (2501)
9 34 40 48 52 (2542)
9 34 40 48 58 (2549)
5 29 40 42 58 (2541)
7 34 40 48 66 (2608)
7 34 40 48 60 (2700)
7 34 36 56 66 (2540)
5 29 40 42 52 (2536)
7 34 40 48 62 (2608)
7 42 58 60 66 (2504)
7 34 36 56 62 (2600)
7 34 36 56 60 (2648)
42 52 56 58 60 (2538)
3 5 29 36 58 (2546)
3 5 29 36 52 (2537)
56 58 60 62 66 (2755)
3 29 52 62 66 (2582)
3 5 29 56 58 (2511)
52 58 60 62 66 (2881)
7 29 52 62 66 (2762)
9 34 36 58 62 (2540)
7 9 34 36 40 (2527)
25 40 48 58 62 (2612)
25 40 48 58 60 (2705)
3 5 29 36 40 (2525)
5 34 36 58 60 (2746)
9 34 36 58 60 (2618)
9 34 36 58 66 (2512)
3 34 36 58 62 (2507)
25 40 48 58 66 (2596)
3 34 36 58 60 (2579)
40 42 52 58 60 (2664)
7 48 60 62 66 (2629)
40 42 52 58 62 (2582)
5 34 36 58 62 (2681)
40 42 52 58 66 (2589)
5 48 52 62 66 (2566)
5 34 36 58 66 (2655)
5 34 40 58 60 (2825)
5 7 36 48 66 (2549)
48 58 60 62 66 (2744)
3 5 52 60 66 (2521)
29 34 40 62 66 (2750)
5 34 40 58 66 (2734)
3 5 52 60 62 (2504)
5 34 40 58 62 (2767)
40 42 48 52 58 (2540)
5 36 40 56 60 (2640)
7 36 40 56 66 (2629)
7 36 40 56 60 (2753)
7 36 40 56 62 (2710)
3 7 36 60 66 (2537)
5 36 40 56 66 (2548)
40 42 48 52 60 (2527)
7 9 40 52 58 (2724)
5 7 36 48 60 (2625)
3 7 36 60 62 (2524)
7 9 40 52 56 (2624)
5 36 40 56 62 (2613)
5 7 36 48 62 (2538)
42 58 60 62 66 (2502)
36 56 60 62 66 (2658)
5 7 36 48 52 (2639)
5 7 36 48 56 (2500)
5 36 40 56 58 (2685)
5 7 36 48 58 (2649)
7 36 40 56 58 (2796)
3 7 40 60 62 (2602)
3 7 40 60 66 (2606)
5 7 48 56 60 (2501)
9 40 60 62 66 (2585)
36 48 56 58 62 (2714)
3 36 40 58 60 (2687)
34 58 60 62 66 (2766)
3 7 29 56 58 (2630)
36 48 56 58 66 (2671)
3 36 40 58 62 (2616)
3 36 40 58 66 (2586)
36 48 56 58 60 (2784)
9 29 48 60 62 (2542)
9 29 48 60 66 (2563)
3 40 48 60 62 (2521)
3 29 40 56 60 (2646)
25 36 40 60 62 (2630)
3 29 40 56 62 (2613)
5 7 56 58 60 (2663)
3 29 40 56 66 (2545)
5 7 56 58 62 (2628)
5 29 56 60 62 (2671)
5 7 56 58 66 (2572)
40 56 60 62 66 (2741)
5 29 56 60 66 (2660)
9 29 56 60 66 (2589)
5 29 40 62 66 (2708)
9 29 56 60 62 (2612)
3 29 60 62 66 (2591)
3 29 40 56 58 (2679)
5 36 40 52 66 (2704)
7 25 40 48 60 (2589)
25 36 48 56 60 (2549)
29 34 40 42 60 (2560)
29 34 40 42 52 (2579)
29 34 40 42 58 (2583)
5 36 40 52 62 (2738)
29 36 42 58 60 (2589)
25 36 48 56 58 (2566)
9 48 52 56 58 (2563)
29 36 42 58 66 (2515)
5 36 40 52 60 (2796)
25 48 56 58 60 (2567)
5 36 40 52 58 (2841)
25 52 58 60 62 (2701)
9 40 56 60 62 (2606)
29 52 58 60 66 (3001)
25 52 58 60 66 (2704)
9 40 56 60 66 (2572)
29 52 58 60 64 (2569)
5 36 40 52 56 (2681)
3 7 29 56 62 (2553)
29 52 58 60 62 (2990)
7 25 56 58 62 (2510)
3 7 29 56 60 (2596)
7 25 56 58 60 (2569)
7 34 40 56 60 (2723)
25 40 52 56 66 (2525)
29 40 48 56 58 (2797)
7 34 40 56 62 (2685)
29 40 52 56 66 (2810)
29 40 52 56 62 (2889)
7 34 60 62 66 (2657)
3 34 40 56 58 (2565)
29 40 52 56 60 (2932)
34 40 56 58 66 (2708)
7 34 36 56 58 (2692)
7 36 40 48 60 (2817)
3 52 60 62 66 (2582)
7 36 40 48 62 (2716)
7 34 40 56 66 (2616)
7 36 40 48 66 (2708)
3 7 34 36 60 (2505)
7 29 58 62 66 (2773)
3 7 34 36 52 (2532)
29 40 52 56 58 (2975)
25 40 52 56 58 (2667)
3 7 34 36 58 (2539)
9 29 40 52 66 (2682)
36 42 52 58 66 (2517)
36 42 52 58 62 (2504)
36 42 52 58 60 (2593)
9 29 40 52 60 (2799)
9 29 40 52 62 (2722)
3 34 40 56 62 (2504)
7 36 40 48 52 (2830)
3 34 40 56 60 (2532)
34 48 58 60 62 (2706)
3 29 58 62 66 (2591)
7 36 40 48 56 (2685)
25 40 52 56 62 (2591)
7 34 40 56 58 (2766)
7 36 40 48 58 (2840)
34 48 58 60 66 (2737)
25 40 52 56 60 (2641)
9 29 52 60 66 (2703)
3 7 34 36 40 (2516)
7 34 48 52 56 (2602)
5 29 52 60 62 (2797)
9 29 52 60 62 (2697)
7 9 36 60 66 (2504)
34 36 48 58 66 (2711)
29 34 58 60 62 (2865)
9 29 40 52 56 (2717)
9 29 40 52 58 (2835)
34 36 48 58 62 (2704)
29 34 58 60 66 (2881)
34 36 48 58 60 (2805)
3 34 48 52 58 (2532)
40 48 58 62 66 (2729)
34 40 42 52 58 (2582)
7 36 52 56 58 (2816)
5 29 52 60 66 (2817)
7 34 48 52 62 (2611)
7 34 56 62 66 (2551)
7 34 48 52 66 (2620)
7 9 40 60 66 (2580)
3 48 52 60 62 (2527)
7 34 48 52 60 (2713)
3 36 52 56 58 (2607)
3 48 52 60 66 (2554)
34 36 40 62 66 (2657)
7 9 40 60 62 (2582)
29 40 48 56 62 (2711)
7 48 52 60 66 (2747)
29 40 48 56 60 (2774)
7 34 48 52 58 (2737)
34 40 42 52 60 (2559)
36 42 48 58 60 (2524)
29 40 48 56 66 (2667)
7 48 52 60 62 (2722)
3 34 48 52 60 (2510)
7 9 36 52 62 (2526)
5 29 34 58 60 (2839)
7 9 36 52 60 (2613)
29 42 48 58 60 (2539)
9 29 40 48 58 (2660)
9 29 40 48 56 (2539)
3 7 29 36 40 (2646)
9 29 40 48 52 (2653)
3 5 29 52 62 (2537)
5 29 34 58 66 (2748)
7 29 36 56 66 (2648)
3 5 29 52 60 (2596)
3 7 29 36 48 (2572)
5 29 34 58 62 (2774)
5 36 58 62 66 (2628)
25 34 36 52 66 (2511)
9 29 48 52 56 (2556)
3 9 40 52 58 (2543)
3 5 29 52 58 (2630)
34 40 48 52 66 (2708)
3 5 29 52 56 (2507)
7 29 36 56 60 (2770)
34 40 48 52 62 (2709)
7 29 36 56 62 (2717)
9 29 48 52 58 (2674)
3 36 52 56 62 (2530)
34 40 48 52 60 (2801)
3 36 52 56 60 (2573)
25 34 36 52 60 (2610)
25 34 36 52 62 (2524)
5 25 29 48 60 (2516)
5 40 48 62 66 (2564)
3 29 34 36 40 (2590)
36 40 52 56 58 (2893)
7 9 36 52 56 (2549)
3 5 52 56 58 (2507)
3 7 29 36 52 (2663)
9 40 58 60 66 (2693)
7 9 48 58 60 (2554)
3 29 34 36 48 (2513)
7 9 36 52 58 (2649)
3 7 29 36 56 (2537)
7 29 36 56 58 (2814)
9 40 58 60 62 (2699)
3 7 29 36 58 (2672)
40 42 56 58 60 (2527)
3 29 48 52 56 (2533)
3 29 48 52 58 (2663)
34 40 48 52 58 (2824)
3 9 52 58 60 (2539)
34 40 48 52 56 (2673)
25 34 36 52 58 (2637)
3 5 29 52 66 (2521)
25 48 52 58 66 (2610)
25 48 52 58 62 (2617)
3 5 36 58 60 (2512)
36 40 52 56 62 (2807)
25 48 52 58 60 (2720)
36 40 52 56 60 (2848)
36 40 52 56 66 (2721)
25 29 34 58 66 (2580)
3 29 34 36 52 (2606)
3 7 29 36 60 (2638)
3 7 29 36 62 (2557)
3 29 34 36 58 (2613)
3 29 48 52 66 (2554)
3 7 29 36 66 (2537)
25 29 34 58 60 (2679)
25 29 34 58 62 (2594)
3 29 48 52 60 (2641)
25 34 48 58 60 (2582)
3 29 48 52 62 (2548)
3 7 34 56 58 (2514)
29 36 58 62 66 (2787)
3 29 34 36 60 (2579)
3 29 34 36 62 (2507)
3 7 29 48 58 (2598)
3 7 29 48 52 (2589)
7 29 40 58 64 (2509)
9 29 48 52 66 (2555)
7 29 40 58 62 (2918)
7 29 40 58 60 (2998)
9 29 48 52 60 (2658)
5 56 58 62 66 (2588)
7 29 56 62 66 (2654)
9 29 48 52 62 (2551)
7 29 40 58 66 (2877)
5 7 40 48 56 (2506)
3 34 52 60 66 (2577)
5 7 40 48 58 (2654)
25 34 36 40 48 (2559)
5 7 40 48 52 (2644)
3 34 52 60 62 (2560)
7 29 34 60 62 (2757)
3 7 29 48 60 (2576)
3 5 34 58 60 (2538)
7 29 34 60 66 (2775)
29 56 58 62 66 (2747)
5 25 29 36 40 (2558)
5 29 52 56 58 (2790)
7 25 48 60 66 (2506)
3 48 52 56 60 (2511)
5 7 48 52 58 (2664)
3 29 34 48 52 (2532)
5 7 48 52 56 (2521)
7 9 36 40 48 (2524)
5 25 29 36 48 (2515)
9 58 60 62 66 (2597)
7 34 48 60 62 (2596)
3 29 34 48 58 (2539)
25 36 52 58 62 (2662)
7 34 56 58 62 (2697)
25 36 52 58 60 (2755)
9 48 52 56 60 (2545)
7 34 56 58 66 (2636)
3 7 52 62 66 (2509)
5 40 52 56 58 (2777)
3 52 58 62 66 (2582)
7 25 40 48 52 (2596)
25 36 52 58 66 (2638)
7 25 40 48 58 (2605)
3 29 34 48 60 (2517)
5 25 29 36 52 (2569)
